age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
33,Private,Masters,Married-civ-spouse,Husband,White,Male,44,>50K
30,Self-emp-inc,Some-college,Never-married,Not-in-family,White,Female,60,<=50K
46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
61,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,35,>50K
50,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
25,Private,HS-grad,Never-married,Own-child,White,Male,30,<=50K
40,Private,Some-college,Divorced,Unmarried,White,Female,39,<=50K
51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,54,<=50K
43,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,54,<=50K
46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
28,State-gov,Masters,Married-civ-spouse,Wife,White,Female,50,>50K
26,Private,Bachelors,Never-married,Unmarried,Asian-Pac-Islander,Male,40,<=50K
20,Private,HS-grad,Never-married,Own-child,White,Male,28,<=50K
44,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Private,HS-grad,Widowed,Unmarried,White,Male,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
54,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
50,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
33,Private,HS-grad,Divorced,Not-in-family,Black,Female,40,<=50K
65,Private,Bachelors,Married-civ-spouse,Husband,White,Male,20,>50K
88,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
51,Private,HS-grad,Divorced,Not-in-family,White,Female,43,<=50K
50,Private,11th,Divorced,Not-in-family,Black,Female,40,<=50K
25,Private,Masters,Married-civ-spouse,Not-in-family,White,Male,99,>50K
20,Private,Assoc-voc,Never-married,Not-in-family,White,Male,30,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22,Private,Assoc-voc,Never-married,Own-child,White,Female,30,<=50K
50,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
47,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
24,Local-gov,11th,Never-married,Not-in-family,Asian-Pac-Islander,Male,45,<=50K
40,Private,Bachelors,Divorced,Not-in-family,White,Female,45,>50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
59,Federal-gov,Some-college,Never-married,Own-child,Black,Female,40,<=50K
65,Private,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
24,State-gov,Bachelors,Never-married,Not-in-family,White,Female,65,<=50K
27,Local-gov,Bachelors,Never-married,Own-child,White,Male,35,<=50K
51,Private,Assoc-voc,Divorced,Not-in-family,White,Male,40,<=50K
48,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
28,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
19,Private,Some-college,Never-married,Own-child,White,Female,25,<=50K
49,Local-gov,Bachelors,Divorced,Not-in-family,Black,Female,40,<=50K
51,Local-gov,Assoc-acdm,Married-civ-spouse,Husband,White,Male,60,<=50K
59,Private,Masters,Married-civ-spouse,Husband,White,Male,55,<=50K
18,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
45,Federal-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,80,>50K
30,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
37,Private,Bachelors,Divorced,Not-in-family,White,Male,35,<=50K
44,Private,Bachelors,Never-married,Not-in-family,White,Male,40,>50K
33,Private,Some-college,Married-civ-spouse,Husband,Black,Male,40,<=50K
61,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
61,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,42,>50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
37,Private,Some-college,Separated,Own-child,White,Male,62,<=50K
31,Private,Some-college,Divorced,Unmarried,White,Female,20,<=50K
54,Private,Doctorate,Married-civ-spouse,Husband,White,Male,45,>50K
20,Private,Some-college,Never-married,Own-child,White,Male,16,<=50K
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,>50K
31,Private,Bachelors,Divorced,Not-in-family,White,Male,45,<=50K
38,Private,Prof-school,Married-civ-spouse,Husband,White,Male,40,>50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
55,Private,HS-grad,Widowed,Own-child,White,Female,40,<=50K
38,Private,Masters,Married-civ-spouse,Husband,White,Male,72,>50K
29,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
50,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
75,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,35,<=50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
52,Federal-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
27,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
31,Private,11th,Separated,Not-in-family,Black,Female,42,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Female,30,<=50K
34,Private,HS-grad,Never-married,Not-in-family,White,Female,24,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-relative,White,Female,40,<=50K
31,Private,HS-grad,Never-married,Own-child,White,Female,30,<=50K
42,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
35,Private,Masters,Never-married,Not-in-family,White,Male,45,>50K
55,Private,HS-grad,Separated,Not-in-family,White,Female,25,<=50K
36,State-gov,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,59,>50K
38,Local-gov,Some-college,Never-married,Not-in-family,White,Male,12,<=50K
62,Private,Some-college,Widowed,Not-in-family,White,Female,20,<=50K
54,Self-emp-inc,Prof-school,Married-civ-spouse,Husband,White,Male,60,>50K
49,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
32,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
51,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
52,Federal-gov,HS-grad,Divorced,Not-in-family,White,Female,43,<=50K
28,Self-emp-not-inc,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
29,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
38,Private,Bachelors,Never-married,Not-in-family,White,Female,50,<=50K
57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
43,Federal-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
37,State-gov,Some-college,Separated,Not-in-family,White,Male,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
53,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
73,Private,HS-grad,Widowed,Not-in-family,White,Female,37,<=50K
22,Self-emp-inc,Some-college,Never-married,Own-child,White,Male,35,<=50K
31,Private,HS-grad,Never-married,Not-in-family,White,Female,45,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
50,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,35,<=50K
37,Private,Some-college,Married-civ-spouse,Husband,White,Male,37,<=50K
44,Local-gov,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
47,Private,Bachelors,Never-married,Unmarried,Black,Female,45,<=50K
27,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
28,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,80,<=50K
25,Private,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
20,Private,Some-college,Never-married,Unmarried,White,Female,40,<=50K
51,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
67,Private,Bachelors,Married-civ-spouse,Husband,White,Male,7,>50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
52,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
42,Federal-gov,Assoc-acdm,Divorced,Unmarried,Asian-Pac-Islander,Female,40,>50K
21,Private,Some-college,Never-married,Own-child,Black,Male,10,<=50K
50,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
46,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
57,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
37,Private,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
63,Self-emp-not-inc,1st-4th,Widowed,Unmarried,White,Female,30,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
46,Private,Masters,Married-civ-spouse,Husband,Black,Male,35,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
26,Private,5th-6th,Married-civ-spouse,Husband,White,Male,50,<=50K
21,Private,Some-college,Never-married,Not-in-family,White,Male,57,<=50K
41,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Local-gov,Some-college,Never-married,Own-child,Black,Male,40,<=50K
22,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Federal-gov,Some-college,Never-married,Not-in-family,Black,Male,60,<=50K
29,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
58,Self-emp-inc,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,50,<=50K
30,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,48,<=50K
37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,43,>50K
29,Private,Assoc-voc,Never-married,Not-in-family,White,Male,40,<=50K
26,Private,5th-6th,Never-married,Own-child,White,Female,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
49,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
45,Federal-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
28,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
51,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
24,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
35,Private,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
41,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
48,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
61,Local-gov,HS-grad,Widowed,Unmarried,White,Female,35,<=50K
20,Private,Some-college,Never-married,Own-child,White,Male,30,<=50K
27,Private,HS-grad,Never-married,Not-in-family,White,Male,50,>50K
55,Private,Some-college,Married-civ-spouse,Husband,White,Male,24,>50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
52,Private,HS-grad,Widowed,Unmarried,Asian-Pac-Islander,Female,40,>50K
24,Private,HS-grad,Never-married,Own-child,Black,Female,20,<=50K
29,Private,11th,Never-married,Unmarried,Black,Female,40,<=50K
25,Private,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Not-in-family,Black,Male,35,<=50K
57,Private,Prof-school,Married-civ-spouse,Husband,White,Male,60,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
33,Private,Some-college,Never-married,Not-in-family,White,Female,16,<=50K
39,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
71,Private,Bachelors,Divorced,Own-child,White,Female,16,<=50K
38,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
28,State-gov,Prof-school,Never-married,Unmarried,White,Male,40,<=50K
57,Private,Masters,Married-spouse-absent,Not-in-family,White,Female,40,<=50K
47,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
59,State-gov,HS-grad,Never-married,Own-child,White,Male,40,<=50K
26,Private,HS-grad,Never-married,Not-in-family,Other,Male,40,<=50K
35,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
61,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
36,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,60,>50K
34,Private,Some-college,Never-married,Not-in-family,White,Male,50,>50K
32,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
42,Private,HS-grad,Separated,Own-child,White,Female,40,<=50K
39,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
58,Private,5th-6th,Divorced,Not-in-family,Black,Male,40,<=50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
40,Private,10th,Never-married,Other-relative,Black,Male,55,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,37,<=50K
36,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
23,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
33,Private,HS-grad,Never-married,Not-in-family,White,Male,41,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22,Private,HS-grad,Never-married,Not-in-family,White,Female,24,<=50K
51,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
31,Federal-gov,Assoc-voc,Never-married,Not-in-family,White,Female,40,<=50K
49,Self-emp-inc,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
49,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
53,Federal-gov,Some-college,Widowed,Not-in-family,Black,Female,40,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
20,Private,10th,Never-married,Own-child,White,Male,40,<=50K
26,Private,Assoc-acdm,Never-married,Own-child,Black,Male,40,<=50K
43,Private,Masters,Never-married,Not-in-family,White,Female,30,<=50K
46,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,52,<=50K
43,Local-gov,Assoc-voc,Never-married,Not-in-family,White,Female,35,<=50K
41,Private,HS-grad,Divorced,Unmarried,Black,Female,40,<=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
65,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
32,Private,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
25,Private,Some-college,Separated,Own-child,White,Male,40,<=50K
23,Private,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
25,Local-gov,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
19,Private,Some-college,Never-married,Own-child,White,Male,50,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
45,Private,Some-college,Never-married,Own-child,White,Male,45,<=50K
37,Private,HS-grad,Never-married,Not-in-family,Black,Male,44,<=50K
40,Self-emp-not-inc,Some-college,Divorced,Other-relative,White,Male,70,>50K
17,Private,11th,Never-married,Own-child,White,Male,5,<=50K
27,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
40,Local-gov,7th-8th,Married-civ-spouse,Husband,Black,Male,40,>50K
59,Private,HS-grad,Divorced,Unmarried,White,Female,30,<=50K
19,Federal-gov,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
43,Private,10th,Never-married,Not-in-family,Black,Male,40,<=50K
42,Private,10th,Never-married,Unmarried,White,Male,40,>50K
54,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
54,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,50,<=50K
51,Private,10th,Married-civ-spouse,Husband,White,Male,45,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
40,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
55,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,25,<=50K
50,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
30,Private,11th,Divorced,Own-child,White,Male,40,<=50K
39,Local-gov,Assoc-acdm,Married-civ-spouse,Wife,White,Female,50,>50K
37,Private,HS-grad,Divorced,Not-in-family,White,Male,50,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Private,HS-grad,Widowed,Unmarried,White,Female,40,<=50K
43,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,78,<=50K
39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
52,Self-emp-not-inc,10th,Married-civ-spouse,Husband,White,Male,60,<=50K
28,State-gov,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,20,<=50K
32,Private,HS-grad,Never-married,Not-in-family,White,Male,52,<=50K
31,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,90,>50K
31,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
47,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Husband,Black,Male,40,<=50K
40,Private,Assoc-acdm,Never-married,Own-child,White,Female,45,<=50K
41,Private,11th,Divorced,Not-in-family,White,Male,40,<=50K
53,Federal-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
46,Private,11th,Divorced,Unmarried,Amer-Indian-Eskimo,Male,43,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,35,>50K
39,Private,9th,Married-civ-spouse,Wife,Black,Female,34,<=50K
19,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
49,Private,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,<=50K
59,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
32,Private,Assoc-voc,Divorced,Not-in-family,White,Male,50,>50K
35,State-gov,Some-college,Never-married,Not-in-family,Black,Male,40,<=50K
58,Self-emp-inc,10th,Married-civ-spouse,Wife,White,Female,40,<=50K
28,Private,Bachelors,Never-married,Not-in-family,White,Male,43,<=50K
36,Federal-gov,Assoc-acdm,Married-civ-spouse,Wife,White,Female,40,>50K
41,Self-emp-not-inc,Masters,Divorced,Unmarried,White,Female,35,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
50,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
38,Private,Assoc-voc,Divorced,Not-in-family,White,Male,40,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
50,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,45,<=50K
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,66,<=50K
